input_address,output_address,probability
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7071eb40c5a66d2d11518c7d78842322a8afec2c,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7071948a7374f38e39aaae3c368e905aaaa170e6,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x707132e7c5a82281ef196fa34484a801b87bb721,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70706796822dc15f77ae80d20411ed937276c655,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x707063d72cf3ec78323dcc22e2dcd5ec3e12e61e,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706fff8bef918dfdbde6119d36e0381fb2bdc968,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706f4de066dffd88a14910df462fe27ef0480378,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7148eee2db261b15918812fd8a3fa7acca727327,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70f476aa60894579d07f8ecb6322a75be57684f4,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6ea07986a970a4fcf8409a5729b04e7a03e6cd43,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70b7bfcd3d06c8ed8e9834c99d7247488c874f97,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71be0f5848fcf68a387044241dfb3e542b31b2da,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70f1a160d72ade8348a6eb2a9e1cb0eed6407436,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x713b170fe0e99e4e6dc2b2e8ebb7defedfc928db,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70b4173e7084dec8cd0a3ea26d6469f672181dbd,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70b15a292c4651e2a9fe89f1b309da27a09b8580,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7125f3289154fb3b98a31b9e3086c4d242d2d88d,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71240de30c5fbd93a0f5bdf24d0d2ff6f744593a,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x713d9547c0772670cad0f43eebeed942b3e09121,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ae9af1f81b0558b7a817a8810d0c6b3ae7f03c,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ac8b7d56523de4468b06eaec948bf5a76370da,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7122fa5f730b43d09517f70c20928e0da8fa68f2,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ab64ebdfb6ab33779f94e6669cd66aa376658b,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ab432c5a3d8c24321425539dd84210f80fe6d7,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706cd13eedda27b2df9187a48643c904822f68de,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x3708402579e9c932849b40a888ef21dbcd3362cb,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70a98deb7613ae695f13c1a74756ee1d7306e846,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712278f28b1e06e42743d21c6cb068ab544dc3c9,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70a9187ec0941b7af9f1488dde594063a0b21650,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70f60f3efda7562a9ca6b246286647dd078b4046,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70a64ca3ebf5b9b7dd31dfe5410b6a88c490e96e,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70a214ecb321133307436dd2bb5d53e5ee527d54,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x709e858f4ae9fde7cacc1018e2aa9aed164c7fcb,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x709e3851f70c3fb9250f5a7e03d4b395328fde9e,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x709cbfe5c97e8356fe13c36d76d6cd3ba90e8e30,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x709be3843a02f8b1f55feb766eed36db7d769e43,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x711fb49b1065a6b20ce78b246452862d84fe6802,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x709b9ee61f9d252e6f6ce44b67e31b2d328ec835,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x711ebb0db4f13cfc0a1d0e40b819f62149c7a6cd,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701a5df312564de029bba7bfe57b28549539eff0,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x702f02df627e0c94d540f1b36cbad3ab047f4245,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x702efc86cb1052e6b712e556859f88e4a84b53af,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x702ee88eb30c181a2b89468a27ae954483db9358,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71003832dd9472b8da58c30c5b6135bfe0d2a981,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70255769733fece13d15808e2e06efe198cc688a,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x74e93d58d604f25fc62cae72a0411f7f6ee216f2,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x702105869f366f2b9896feb1f705e228d4148a6c,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701fe4a5f98dfb007522b336b417e20dc89ec810,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701fb173e3765aa487ccb6c0c7a171a08bb66c51,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6fe36874bceddfa2463d85af112b97b52b3e42b1,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701dc645c0c3cf3d2a0204cd6e18e386af9b0958,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701c25aeca5d3df57da6a1bbe72f3bfb6e83dce8,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71028e9986da3be178638b3e2501e5099a068db4,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701ab39dee677e7965d5091e6530612ec2dda1d2,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701a67cef76b921d0b6e9f09532964cbf10e3c06,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7030d8dd333dcc06db83113f6d77e21dfdf6d063,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70197883ae67429f174b5b003ee3709655ed8907,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6ff948827529349f7443cf2aee69085441b15454,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70104e2c8c5a66fc4346ec00040b6d33647b7494,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6ff97ebaaf05681697886894124ea480384914d3,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x715b91925781238a214025050f81ec50a5403f07,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x700c7abfd633233fefb0a96a004b42692978f7e4,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7107bc5296ace89fb5c840635cf43165f626fb68,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x700a77b6db221eca829720606f075c2c84a5f881,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x710820b686953e7f50b753df8d2032e828981797,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7008576b0c9fa3ad92da6e35a3fa6533f71f94ad,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70065eec4323b9ee5ba543e2eee9a01f6a7de3f4,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7002f03d6fa48020ccc5cbe5261bdad3b19bb903,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x710880e5f05b4449c4f70616401515ebed006982,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6fffc5924d937c0967a6100ba56ce55cad716de4,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6fff3806bbac52a20e0d79bc538d527f6a22c96b,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70fb381d84972f9ce66a8585a59ddd3772b678b3,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7608b711a45d38db924d1a65cc8f1cda5ebe47b5,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x124e3a31c04afa1c022a4c6f441961b944a91a69,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70f90c607f18e1a416d1cf9ae5b6f21fdb6d755f,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706a73f4df6a2a78a12363ad86eb1a08f5b4d93a,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7063886c5ebd0004e328a38c5ba466d08a491fb5,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70fb221358a7409363a65e9c0131faf542a3ab2b,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7062557f8cbf8427a2c855d4b87aba87dc0ea020,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70fb2d0f1080201cc2e4b0a476303fec6024fdfc,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7118a8d346042c236c4c0c289717d4f01212f6b7,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x705ca7806466e941a8f68f1eb694d820e3046e28,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x705b728826dbf030ff35c5f0cb58484646ba42a0,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70578b8aa7f596031b70342d69af8ae53cc2c0ad,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x00005b859f8fac331d73c5c70f74238876727498,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70544a85e7a992ce8f447e6f1e6f7b65e8db9a2f,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70540ecb725d4e562c73c66066b09338872f7f48,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70dea4976f117f7036337b5b0300af95516d7046,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x705253c7db1e4d1846a5ab741d51d8595f088579,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x704f8859389e073ab94809019df95221212eac54,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x704f77bb8f2c5014bbd02aebc3c3302ada95d05d,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x704eb34a2c2106f40c754fdaed869237a40ab388,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x704c6575f69d28fb24d1330d9d1cc6452d2e649f,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7049132c320658fec6bfa2cb85721087d59dcc73,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70445e5eda6b82633100cafbe2aadb8bacef4a87,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70412e5f177a2a0b0f40cff35ab4b0abb19c6b9a,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71115dd4f14be200bfe9c416db69dc8a70ead279,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70368adba30d78d590fb050daa6cfebc68172e2a,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x710d1646b499c74fbccf0327b5c97fb8854093ae,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70335b7e31c22e0de3b6aa75ece8ba7aa6174f06,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x703178c5eb27c088dc9617e2f009e880a5ba348e,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70fc9356fb5fd3dd00ee0a7b24b22808da603594,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c485ffaec2ef1113c9950d03138fb7ed72a4cf,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c1749f72c86d0a8cc73a65b88343724d5ff932,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d86eafed871268660a4d0261b62f9f42baf597,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ca819df7e27f47b0c922082433c272dd79be43,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d9c9d139f5e3dc8ec2c53f3ab123cc5a18ce84,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6e84fc70d47d34d5038600389ea6b081eb5ce87e,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x620309bd8ae53dca34c102cfcf181cec92d8cf37,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6e26ad71690155723763a356f4af4be8ffd73eae,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c8f6b52286c9d4c10d5201cb72b8c3c21ae91b,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712ed6fd5db891a21031854e1e63fc2ea7935cd3,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70e6f32ffa6d96fdf70afacdd5064376790479b6,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ee335d5a6750f496f01bdd8f5e67d78fd834a6,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c6cadd069b3c8327d22307c766dbe332828b4d,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c75c8b5aa6b311ea52839607b1990f39177e71,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x3ae6ea33786ecfc0bd2e388a8b0c2b333917f330,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712844257b38c7dca2b8c4c134266c7546d1b6ea,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c77e3999f672a61b5bfbf645450cfb62cd536d,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7138b03e6047e44440773378e7cdb9db4c9e1844,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70db8dbe8afe04bbfcb23941503bcc91c2247ba3,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d23b4d3eedcb7d3294105d1f68ffa295f7add9,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6e18ce2daf9d783dae6f575f195bbb9b816c9635,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712867dcadc67f446ab6570e92b08086ebdb26be,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7133bcf458f9e5c1d5c13b88daeddb0c0aa0c3ea,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d3aebc5a80eebf409b79d752770654acf799b7,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71d24ad893eda8ab42457f283162b339cbf81bec,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d6a37fff233a468eef01f5c031f43f59043826,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x06f6b9858f5109d53d48402258d6fec8e38dacd0,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70e414503306d99be22a6965ae0566dd90e6f759,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d1ef51b1f2166594171ef3a119de79432296ed,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70e885f42fc20228de86b12ae0fd8dfbdaf3e633,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d80e64f82007dac4452d333558769294698a8c,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c050ba0d2357fb0f2b0b55f369415721660023,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712be43afa7e8b9412ac36317a3279425106e98d,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7132ec72afcbe45b5b0fa2f01aeaa77ce19a15a9,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70dab57b3c5e39be74a6a6a32485a16f6c14ae80,1.0
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70f6695f2f7dc19e91d3a14e07d4bc0b9b3a41eb,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x708b6d527c62e9df3813136988bd8004ff4836b0,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70efb5c085335bda1c1b927eb19e24f883310f2d,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7120528e55a5f4be3cfd463cb49589e50635b627,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712835c8b6112b9ddb405b09da0f96305ed5e770,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70beed365c560a4a1967b292f0d34701bcf6c120,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70c248f0bcdc58e29fdc85f2c7af2a228558e945,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x25cc7ebb4ebf191650ab5132beed22f1ce315505,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6d1e97687f022aab3885b407ae01270a24ca5a28,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7142c2e65a36e8b8bc7ef735e4eb22c9b848a8d5,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x705e1a9ebe3d6112d1bf9901cf57b48414455e56,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x712c1fcc82fa5095b6aaced219038b3efcfef8d6,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x529a422cbd2b812cbcafa2611af0ed4b06df907a,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7071f121c038a98f8a7d485648a27fcd48891ba8,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7149a68d0062533b7fd1ec40ce98f76a1aa5ff65,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706df41abc8830fb7866d04cd703813ef43a4e53,0.9999998807907104
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7093346d40187c9dfbcf35e64450a0a950072094,0.9999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7037ff4032557769354ce8835579a84b986d3d35,0.9999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7071e20627bde4221fd241713fb23f2bfc8874db,0.9999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70764b07f33e297c94e2b957cb083619a1c33801,0.9999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x41e5fc753f647f88d2e2feead1e100168c8cdd90,0.9999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71c0234fa0ed6d8b2c30e1f80aae61cd4efa565f,0.9999996423721313
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70f8471270694ec4a1d5e570a4f07c90c2875dd9,0.9999996423721313
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x3a3b611e177b3a1bb5959432fc18aa1aab350c52,0.9999996423721313
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x707246282b837a9338204cdc65bfc42042c77a4a,0.9999996423721313
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70824814b4d4b3cb115f627db1993565d48c37be,0.9999996423721313
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7093d018b4e87378de495657ec106e8246c7d641,0.9999995231628418
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x08cc48cfbcf9044798748a636957c812a97f4cea,0.9999995231628418
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70767b6c1a7f56212a7a034138cbe5b7c09fcf67,0.9999995231628418
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x754bf2aeff9a4bb511d6f340299cb012ea7a826e,0.9999995231628418
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70bb32b55771f690b2955cff5c7a569047e4821d,0.9999995231628418
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x715d6ab1833f0d604094018e1c9b4030df381f2d,0.9999994039535522
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x711c36b2e0fa9920f9625a2be5659d0554841d5d,0.9999992847442627
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x713594bf8ac355eeb97f1a8d5ca9b96ea6eaa7d3,0.9999992847442627
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706b91528f52cb780472f37ba1f23727734fa393,0.9999991655349731
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x57f5e5fd17688dc84594f834db78fed955ee5dc2,0.9999991655349731
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70a98402867877d3726b2df7dddde0fb37c57280,0.9999990463256836
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x710c38942f0676b85e4db030611636ff8891ef52,0.999998927116394
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7113cb1df5210f981ef46a26ffdacdea4303275d,0.9999988079071045
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x701716f2a44954973b7d6afa0956a45c93acd6e0,0.9999985694885254
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71de86cc19147d49a8a173e1df270028e0754f34,0.9999984502792358
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70e880b8ea7dcd37a29a46aea60ffe375a06e144,0.9999982118606567
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70e6e960777da8b0a7731074bcdd0d239017e1fa,0.9999980926513672
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x3a3873eec9ac0d68abe895540cd1e11b5d623053,0.9999980926513672
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x706cfe2baa36b4f5294a3c21ef364af7863b9036,0.9999979734420776
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x19f68f500f6c161c25f859a51334334bfd6e7316,0.9999978542327881
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x708ad63e931d57016ed4a3485e6076c3cbba7587,0.999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71cf189924ee82c72897d8f082fbdcab091f743a,0.999997615814209
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ab7614ff40d8c30f623790207d24833d556b96,0.9999974966049194
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70fb51865de1047790e9e2579b2d945d7e13b535,0.9999974966049194
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x6e8f1572baa90f77eade2f1698a96963d2b6d166,0.9999973773956299
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7003af98b7bc4a0c687d859deeef7fa4ec0a511f,0.9999973773956299
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70ea18dae662e5b5b46e71593df3a84f91ece6ca,0.9999972581863403
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x581765f2396d34c47fe11b3424104fd5e0f3edc7,0.9999972581863403
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x4eeb7a5a17024df8983950a1409b89a7bcd47622,0.9999971389770508
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x71038e46b1b69936cedba0be464fedc96ac0a365,0.9999970197677612
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x7137d77fceb8905d18ad114611075149fcab91ff,0.9999966621398926
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x3d8c30ace81f9f97566e89b9e2f3baa91da71d94,0.9999957084655762
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x51d3bb720116f11a63055cabcd183a82cfc702cd,0.9999954700469971
0xD0cC2B24980CBCCA47EF755Da88B220a82291407,0x70d9d38d5209ad34afaf107e8446363307de523c,0.9999949932098389
